Generic Name,BDDCS Class,Maximum Strength Dose Value,Maximum Strength Dose Unit,Formulation,Route,Measured Solubility (mg/mL),Dose Number,% Excreted Unchanged in Urine,MW Drug,MW Sol,pDose,Measured LogS (molar),Measured LogP,Measured LogD74,ALOGPS 2.1 solubility,cDose Number (ALOGPS based),minVSLgS 3-7.5,cDose Number (minVSLgS based),CLogP,HBA,HBD,PSA,Ro5,PSDA
Stavudine,3,40,mg,capsules,oral,83,0.001,39,224.22,224.22,3.75,-0.43,0.14,,-0.74,0.004,-1.6,0.03,-0.49,4,2,82.44,0,2.72
Sulpiride,3,200,mg,tablets,oral,2.28,0.4,70,341.43,341.43,3.23,-2.18,0.57,-1.15,-2.8,1.5,-0.99,0.02,1.11,5,2,108.62,0,3.14
Talinolol,3,100,mg,tablets,oral,1.23,0.3,52.8,363.5,363.5,3.56,-2.47,,,-3.91,8.9,-2.27,0.2,3.15,4,4,93.35,0,3.89
Tazobactam Sodium,3,25,mg/mL,solution,injection (i.v.),50,,77,300.29,300.29,,-0.78,,,-1.5,,-0.42,,-0.65,7,1,123.9,0,2.42
Temocaprilat,3,,active metabolite,,,,,29.5,448.56,448.56,,,,,-4.76,,-1.22,,2.56,6,3,117.18,0,3.83
Temocillin Disodium,3,100,mg/mL,solution,injection (i.v.),,,,414.46,414.46,,,,,-3.64,,-1.32,,1.52,7,3,142.75,0,2.9
Tenofovir Disoproxil,3,300,mg,tablets,oral,13.4,0.09,82,519.45,519.45,3.24,-1.59,,1.25,-2.86,1.7,-3.71,12,0.8,10,1,176.07,1,2.95
Terbutaline,3,5,mg,tablets,oral,213,0.00009,56,225.29,225.29,4.65,-0.02,0.9,,-1.59,0.003,1.54,0.000003,0.48,4,4,82.87,0,2.72
Tetracycline Hydrochloride,3,500,mg,capsules,oral,10.9,0.2,58,444.45,480.9,2.98,-1.64,-1.3,-1.41,-2.52,1.4,0.66,0.0009,-0.91,9,6,197.07,1,2.44
Ticarcillin,3,30,mg/mL,solution,injection (i.v.),1000,,77,384.43,384.43,,0.42,,,-3.73,,-1.17,,1.28,6,3,133.95,0,2.87
Tigecycline,3,10,mg/mL,solution,injection (i.v.),295,,22,569.66,569.66,,-0.29,,,-3.31,,0.83,,-0.83,10,5,195.34,1,2.92
Tiludronic Acid,3,200,mg,tablets,oral,,,60,318.61,318.61,3.2,,,,-1.66,0.1,0.07,0.002,0.26,6,4,128.24,0,2.48
Tiotropium Bromide,3,18,æg,capsules,oral,,,74,392.52,392.52,7.34,,,,-4.44,0.005,-1.64,0.000008,-1.71,3,1,58.42,0,6.72
Tirofiban Hydrochloride,3,0,mg/mL,solution,injection (i.v.),,,65,440.61,440.61,,,,,-5.15,,-2.34,,2,6,3,116.61,0,3.78
Tobramycin,3,40,mg/mL,solution,injection (i.v.),1000,,93,467.52,467.52,,0.33,,,-0.94,,2.92,,-4.72,14,10,287.82,2,1.62
Tocainide,3,600,mg,tablets,oral,10,0.2,38,192.26,192.26,2.51,-1.28,0.76,0.83,-2.1,1.6,-0.94,0.1,0.26,2,2,60.51,0,3.18
Topiramate,3,200,mg,tablets,oral,9.8,0.08,70,339.37,339.37,3.23,-1.54,,,-1.7,0.1,-2.05,0.3,0.04,8,1,118.72,0,2.86
Topotecan,3,1,mg,capsules,oral,1,0.004,40,421.46,421.46,5.62,-2.62,,,-2.7,0.005,-0.91,0.00008,0.73,6,2,102.76,0,4.1
Trimetazidine,3,20,mg,tablets,oral,,,62,266.34,266.34,4.12,,,,-2.55,0.1,0.04,0.0003,1.18,5,1,43.06,0,6.18
Trimethoprim,3,160,mg,tablets,oral,1.37,0.5,70,290.32,290.32,3.26,-2.33,0.91,0.83,-2.65,1,-2.25,0.4,0.98,7,2,103.14,0,2.81
Trospium Chloride,3,20,mg,tablets,oral,500,0.0002,6,392.52,392.52,4.29,0.11,,,-6.73,1095,-3.5,0.7,-1.16,2,1,49.62,0,7.91
Tubocurarine,3,3,mg/mL,solution,injection (i.v.),50,,63,609.75,609.75,,-1.09,,,-6.27,,-2.82,,3.55,5,2,83.96,1,7.26
Vancomycin,3,250,mg,capsules,oral,50,0.02,79,1449.29,1449.29,3.76,-1.46,,,-3.83,4.7,-7.43,18620,-1.14,24,19,584.97,3,2.48
Varenicline Tartrate,3,1,mg,tablets,oral,0.2,0.02,92,211.27,211.27,5.32,-3.02,,,-3.38,0.05,-0.28,0.00004,0.9,3,1,35.06,0,6.03
Vecuronium Bromide,3,2,mg/mL,solution,injection (i.v.),,,20,557.84,557.84,,,,,-7.4,,-3.7,,4.33,3,0,55.3,1,10.09
Vigabatrin,3,500,mg,tablets,oral,,,60,129.16,129.16,2.41,,-2.16,-2.6,-0.1,0.02,2.68,0.00003,-2.22,3,2,68.8,0,1.88
Vitamin B1 (Thiamine),3,500,mg,tablets,oral,27,0.07,90,265.36,265.36,2.72,-0.99,,,-4.19,117,-1.58,0.3,-5.97,4,2,71.29,0,3.72
Zalcitabine,3,1,mg,tablets,oral,76.4,0.00004,65,211.22,211.22,5.45,-0.44,-1.3,-1.64,-1.48,0.0004,-1.24,0.0002,-1.25,5,2,88.11,0,2.4
Zoledronic Acid,3,1,mg/mL,solution,injection (i.v.),,,39,272.09,272.09,,,,,-1.92,,3.16,,-3.07,8,5,161.62,0,1.68
Acetazolamide,4,250,mg,tablets,oral,0.64,1.6,90,222.25,222.25,2.95,-2.54,-0.26,-0.45,-1.89,0.3,-0.77,0.03,-0.98,5,2,121.43,0,1.83
Acyclovir,4,800,mg,tablets,oral,2.5,1.3,75,225.21,225.21,2.45,-1.95,-1.56,-1.76,-1.41,0.4,-2.68,6.8,-2.42,6,3,112.32,0,2.01
Amisulpride,4,200,mg,tablets,oral,,,50,369.49,369.49,3.27,,1.1,,-3.1,2.7,-1.3,0.04,1.8,6,2,107.55,0,3.44
Atovaquone,4,250,mg,tablets,oral,,,3,366.85,366.85,3.17,,,3.82,-5.7,1366,-5.06,310,6.35,3,1,59.1,1,6.21
Auranofin,4,3,mg,capsules,oral,,,60,678.49,678.49,5.35,,,,-3.67,0.08,-1.91,0.001,3.79,5,0,117.05,1,5.8
Azapropazone; Apazone,4,300,mg,capsules,oral,0.0615,20,60,300.36,300.36,3,-3.69,1.78,,-2.66,1.8,-3.35,8.9,1.79,4,0,52.35,0,5.74
Candesartan,4,,active metabolite,,,,,52,440.47,440.47,,,,,-4.77,,-2.11,,5.43,7,2,114.16,1,3.86
Candesartan Cilexetil,4,32,mg,tablets,oral,0.05,2.6,0,610.68,610.68,4.28,-4.09,,,-5.48,63,-4.35,4.7,7.33,8,1,136.25,2,4.48
Cefdinir,4,300,mg,capsules,oral,,,15,395.42,395.42,3.12,,,,-3.65,14,0.27,0.002,-0.48,8,4,166.41,0,2.38
Cefditoren,4,,active metabolite,,,,,70,506.58,506.58,,,,,-4.06,,-6.73,,1.46,9,2,162.89,1,3.11
Cefixime,4,400,mg,capsules,oral,0.05511,29,41,453.46,453.46,3.05,-3.92,,,-3.63,15,0.91,0.0004,0.25,10,4,193.48,0,2.34
Cefpodoxime,4,200,mg,tablets,oral,,,81,427.46,427.46,3.33,,,,-3.36,4.3,0.09,0.002,-0.41,9,3,155.91,0,2.74
Cefprozil,4,500,mg,tablets,oral,0.055,36,73,389.43,389.43,2.89,-3.85,,,-3.42,14,-0.49,0.02,-1.87,6,4,143.96,0,2.71
Ceftibuten,4,400,mg,capsules,oral,0.08,20,71,410.43,410.43,3.01,-3.71,,,-3.78,23,1.68,0.00008,-1.21,8,4,171.87,0,2.39
Chlorothiazide,4,500,mg,tablets,oral,0.52,3.8,92,295.72,295.72,2.77,-2.75,-0.24,-1.1,-2.88,5.1,-1.59,0.3,-1,6,2,126.91,0,2.33
Chlorthalidone,4,100,mg,tablets,oral,0.27,1.5,65,338.77,338.77,3.53,-3.1,0.85,0.85,-3.82,7.8,-2.98,1.1,0.45,4,3,120.9,0,2.8
Cinoxacin,4,500,mg,tablets,oral,,,60,262.22,262.22,2.72,,,-1.55,-2.44,2.1,-2.05,0.9,1.74,7,1,91.03,0,2.88
Ciprofloxacin,4,750,mg,tablets,oral,0.15,20,65,331.35,331.35,2.65,-3.34,0.28,-1.21,-2.42,2.4,-0.45,0.03,-0.73,6,2,75.12,0,4.41
Clodronic Acid,4,800,mg,capsules,oral,0.395,8.1,80,244.89,244.89,2.49,-2.79,,,-1.48,0.4,4.95,0.0000001,-0.14,6,4,128.24,0,1.91
Cloxacillin,4,250,mg,tablets,oral,0.0139,72,75,435.89,435.89,3.24,-4.5,2.48,-1.82,-3.92,19,-2.98,2.2,2.52,5,2,116.46,0,3.74
Dalfopristin,4,100,mg/mL,solution,injection (i.v.),,,4.5,690.86,690.86,,,,,-3.98,,-5.35,,0.92,9,2,177.78,1,3.89
Daunorubicinol,4,,active metabolite,,,,,25,529.55,529.55,,,,,-2.78,,-1.12,,1.36,11,6,204.62,3,2.59
Enoxacin,4,400,mg,tablets,oral,0.6,2.7,45,320.33,320.33,2.9,-2.73,-0.2,-2.15,-2.48,1.5,0.07,0.004,-1.6,7,2,85.36,0,3.75
Eprosartan,4,600,mg,tablets,oral,0.08,30,30,424.52,424.52,2.85,-3.72,,,-4.69,277,-4.18,85,4.8,5,2,92.48,0,4.59
Erythromycin Stearate,4,500,mg,tablets,oral,0.33,6.1,5,1018.4,1018.4,3.31,-3.49,,,-3.18,3,-3.84,13,1.61,13,5,203.27,2,5.01
Felbamate,4,600,mg,tablets,oral,0.7,3.4,45,238.25,238.25,2.6,-2.53,,-0.29,-2.51,3.3,-1.93,0.9,0.5,2,2,110.07,0,2.16
Fleroxacin,4,800,mg,tablets,oral,0.87,3.7,72.5,369.35,369.35,2.66,-2.63,0.24,,-3.11,11,-0.27,0.02,-0.33,6,1,61.72,0,5.98
Fosinoprilat,4,,active metabolite,,,0.01,,43,435.5,435.5,,-4.64,,-0.69,-5.04,,-4.22,,4.85,5,2,101.7,0,4.28
Furosemide,4,80,mg,tablets,oral,,,66,330.75,330.75,3.62,,2.03,-1.54,-3.44,2.7,-2.38,0.2,1.9,5,3,130.02,0,2.54
Iopanoic Acid; Iodopanoic Acid,4,500,mg,tablets,oral,0.015,133,33,570.94,570.94,3.06,-4.58,,,-4.62,146,-4.31,72,4.7,3,2,68.5,1,8.33
Lenalidomide,4,25,mg,capsules,oral,0.00045,222,66,259.27,259.27,4.02,-5.76,,,-1.99,0.04,-2.64,0.2,0.53,4,2,88.83,0,2.92
Levocabastine,4,1,mg/mL,solution,ophthalmic,,,70,420.53,420.53,,,,,-5.08,,-2.6,,1.86,4,1,60.7,0,6.93
Levonorgestrel,4,1,mg,tablets,oral,0.0014,2.1,52,312.46,312.46,5.62,-5.35,,3.6,-4.74,0.5,-4.34,0.2,3.31,2,1,40.83,0,7.65
Medroxyprogesterone Acetate,4,500,mg,tablets,oral,0.022,91,44,386.54,386.54,2.89,-4.24,,,-5.24,899,-4.69,251,4.01,3,0,63.61,0,6.08
Megestrol Acetate,4,40,mg,tablets,oral,0.002,80,60,384.52,384.52,3.98,-5.28,,,-4.93,35,-4.57,15,3.58,3,0,63.61,0,6.04
Meropenem,4,333,mg/mL,solution,injection (i.v.),,,70,383.47,383.47,,,,,-1.83,,0.11,,-3.28,6,3,116.86,0,3.28
Niclosamide,4,500,mg,tablets,oral,0.013,154,,327.13,327.13,2.82,-4.4,,,-4.61,249,-4.1,77,4.34,4,2,99.56,0,3.29
Nitrofurantoin,4,100,mg,capsules,oral,0.19,2.1,47,238.16,238.16,3.38,-3.1,-0.47,-0.19,-2.76,1,-1.74,0.09,-0.47,5,1,118.74,0,2.01
Norfloxacin,4,400,mg,tablets,oral,0.75,2.1,29,319.34,319.34,2.9,-2.63,-1.03,-2,-2.5,1.6,-0.32,0.01,-0.78,6,2,75.12,0,4.25
Orlistat,4,120,mg,capsules,oral,,,1,495.75,495.75,3.62,,,,-6.76,5572,-7.63,41041,8.61,3,1,86.97,1,5.7
Paliperidone,4,9,mg,tablets,oral,0.01125,3.2,59,426.5,426.5,4.68,-4.58,,2.52,-3.05,0.09,-2.77,0.05,1.12,5,1,76.16,0,5.6
Penicillin V; Phenoxymethylpenicillin,4,500,mg,capsules,oral,0.25,8,,350.4,350.4,2.85,-3.15,2.09,-1.54,-2.89,4.4,-2.34,1.3,1.94,5,2,102.23,0,3.43
Phenazopyridine Hydrochloride,4,200,mg,tablets,oral,,,41,213.24,213.24,3.03,,,,-3.03,4,-2.37,0.9,2.05,5,2,88,0,2.42
Quinupristin,4,100,mg/mL,solution,injection (i.v.),,,3.5,1021.26,1021.26,,,,,-4.7,,-6.15,,7.05,12,4,236.2,3,4.32
Rifaximin,4,550,mg,tablets,oral,0.001,2200,0.035,785.9,785.9,3.16,-5.9,,,-5.03,300,-7.16,40656,7.24,12,5,205.94,3,3.82
Roxithromycin,4,300,mg,tablets,oral,0.1,12,12,837.07,837.07,3.45,-3.92,2.75,,-3.64,6.3,-4.95,128,2.29,16,5,224.19,2,3.73
Sulfadiazine,4,500,mg,tablets,oral,0.13,15,57,250.28,250.28,2.7,-3.28,-0.09,-1,-2.62,3.3,-1.93,0.7,0.1,5,2,99.95,0,2.5
Sulfamethizole,4,500,mg,tablets,oral,0.25,8,86,270.33,270.33,2.73,-3.03,0.54,-1.11,-2.64,3.2,-1.9,0.6,0.42,5,2,102.86,0,2.63
Sulfisoxazole,4,500,mg,tablets,oral,0.13,15,49,267.31,267.31,2.73,-3.31,1.01,-0.87,-2.93,6.4,-2.01,0.8,0.22,4,2,102.81,0,2.6
Trandolaprilat,4,,active metabolite,,,,,,402.49,402.49,,,,,-3.68,,-0.72,,2.31,6,3,115.68,0,3.48
Triclabendazole Sulfoxide,4,,active metabolite,,,,,6.5,375.66,375.66,,,,,-4,,-4.52,,4.36,1,1,52.01,0,7.22
Valsartan,4,320,mg,tablets,oral,0.18,7.1,13,435.53,435.53,3.13,-3.38,,,-4.29,57,-4.77,175,4.86,6,2,113.69,0,3.83
Vitamin B2 (Riboflavin),4,100,mg,tablets,oral,0.11,3.6,75,376.37,376.37,3.58,-3.53,-1.46,,-2.06,0.1,-2.64,0.5,-0.73,9,5,161.81,0,2.33
Amphetamine Sulfate,0,10,mg,tablets,oral,30,0.001,40,135.21,135.21,4.13,-0.65,1.76,1.54,-1.9,0.02,1.25,0.00002,1.74,1,1,27.97,0,4.83
Atracurium,0,10,mg/mL,solution,injection (i.v.),,,8.5,929.17,929.17,,,,,-7.62,,-7,,3.5,10,0,126.97,1,7.32
Chlorphentermine,0,25,mg,tablets,oral,,,17,183.68,183.68,3.87,,2.6,0.4,-3.22,0.9,0.41,0.0002,2.85,1,1,27.97,0,6.57
Chlorpropamide,0,250,mg,tablets,oral,2.2,0.5,20,276.74,276.74,3.04,-2.1,2.27,-0.13,-3.25,6.4,-2.66,1.6,2.35,3,2,84.94,0,3.26
Cisatracurium Besylate,0,10,mg/mL,solution,injection (i.v.),,,8.5,929.17,929.17,,,,,-7.62,,-7.56,,3.5,10,0,126.97,1,7.32
Dextroamphetamine,0,15,mg,tablets,oral,1,0.06,40,135.21,135.21,3.95,-2.13,1.76,1.54,-1.9,0.04,1.29,0.00002,1.74,1,1,27.97,0,4.83
Diethylcarbamazine Citrate,0,100,mg,tablets,oral,63.7,0.006,35,199.3,199.3,3.3,-0.5,,1.08,0.08,0.002,-0.69,0.01,1.62,2,0,21.8,0,9.14
Mecamylamine,0,3,mg,tablets,oral,212,0.00005,50,167.3,167.3,4.83,0.1,,,-3.12,0.08,1.77,0.000001,2.83,1,1,14.57,0,11.48
Methamphetamine,0,5,mg,tablets,oral,1000,0.00002,40,149.24,149.24,4.47,0.83,,,-1.8,0.008,0.99,0.00001,1.89,1,1,14.57,0,10.24
Phenmetrazine,0,25,mg,tablets,oral,2.5,,19,177.25,177.25,3.85,-1.85,1.5,,-1.87,0.04,-0.2,0.0009,1.67,2,1,23.37,0,7.58
Vitamin C; Ascorbic Acid,0,1000,mg,capsules,oral,333,0.01,25,176.13,176.13,2.25,0.28,-1.85,,0.14,0.02,0.92,0.003,-1.76,5,4,117.3,0,1.5
